bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
21227,50536561,1997,Institutional,1,20595,1902989.0,POINT (548822.6307998984 5285787.715669296),25,205294.5414842548
21229,219481115,1964,Residential,7,183392,12409313.0,POINT (548800.4986356995 5286100.9660787005),58,1338717.2613554797
21231,219481158,1989,Residential,4,52122,1545872.0,POINT (548372.7490377281 5286135.1769163655),33,166768.7429792542
21233,220550037,2007,Commercial,2,45000,4867275.0,POINT (549239.1816593639 5286104.669641551),15,525081.8524977162
21234,219481293,1983,Residential,3,59301,2008711.0,POINT (548668.765553611 5285801.984726821),39,216699.83574228705
21239,216896614,1949,Commercial,1,26033,1223155.0,POINT (550997.7363209988 5279868.896132188),73,131954.01806798344
21243,224307250,2007,Commercial,4,48660,2468016.0,POINT (548752.5471337202 5276875.372979727),15,266249.68042159185
21261,362819090,1910,Residential,3,35520,1868919.0,POINT (549291.9481330509 5273489.963621455),112,201619.06830581365
21262,362819089,1909,Commercial,4,29796,1647837.0,POINT (549305.578771769 5273477.852876278),113,177768.731903227
21265,362828789,1920,Commercial,2,26400,665641.0,POINT (549303.8224019343 5273418.930850839),102,71809.38191871885
21266,231355698,1918,Commercial,3,38148,1282663.0,POINT (549345.579465242 5273369.268638119),104,138373.74386495075
21269,231359965,1909,Commercial,6,40950,1102526.0,POINT (549480.1722500303 5273273.712756903),113,118940.55595931954
21270,231658857,1928,Commercial,2,28800,421817.0,POINT (549482.2575057646 5274533.011666789),94,45505.63750250996
21279,231761625,1992,Residential,5,33183,605236.0,POINT (547957.7655878145 5274604.736989397),30,65292.88772019411
21284,231761588,2001,Residential,6,80592,1505966.0,POINT (548202.6981267881 5274426.702189972),21,162463.68185043492
21285,231761614,1994,Residential,9,228675,5429399.0,POINT (548166.5119209202 5274440.851905102),28,585723.8156605591
21287,231761607,2001,Residential,7,137324,2820923.0,POINT (548208.4199865503 5274280.037530815),21,304321.3039315459
21290,231761571,1985,Commercial,5,85963,3223758.0,POINT (548307.2363802891 5274144.146860895),37,347779.162394632
21291,231761591,2004,Residential,6,101192,1924089.0,POINT (548313.8252638109 5274346.486208756),18,207570.81046180424
21295,437804554,1912,Residential,3,22200,697869.0,POINT (548307.4098124331 5274576.50419983),110,75286.14005182133
21299,514008279,1908,Residential,3,25800,1377620.0,POINT (548354.7787409194 5274482.423370948),114,148617.7094242474
21300,231761514,1908,Residential,3,20712,961242.0,POINT (548404.8556685342 5274333.9041125225),114,103698.83149372284
21310,232079820,1900,Commercial,4,34680,1104664.0,POINT (549777.9625679886 5272814.99327763),122,119171.20349837172
21317,363046829,1915,Commercial,1,36504,1135600.0,POINT (549940.8194470406 5273283.197931513),107,122508.58061161666
21318,450041361,1907,Commercial,6,35200,1108680.0,POINT (549852.2517085718 5273269.102408176),115,119604.4497644304
21319,363036788,1907,Commercial,5,35840,952985.0,POINT (549929.3948088734 5273125.273114555),115,102808.06595118131
21322,363036789,1928,Commercial,4,30525,2072272.0,POINT (549935.4929666948 5273115.322226531),94,223556.7993670272
21325,232079585,1910,Residential,7,42078,2643682.0,POINT (549653.6798727659 5273198.497450932),112,285200.5366400845
21326,358980426,1907,Residential,3,27250,1476436.0,POINT (549786.3686562617 5273062.919862875),115,159277.98408232906
21328,236754230,1964,Commercial,4,49243,8006892.0,POINT (550460.0870126884 5273379.920440603),58,863783.8799141499
21330,236754236,1962,Residential,5,39895,2959568.0,POINT (550522.7143030098 5273351.5649149595),60,319278.33295487944
21332,236755661,1925,Residential,6,57930,1651056.0,POINT (550524.9305853785 5273442.723809316),97,178115.99777236118
21333,332956733,1991,Residential,5,62480,1788340.0,POINT (550568.3934449961 5273457.549643245),31,192926.2020526405
21335,332956732,1962,Residential,18,305389,12415546.0,POINT (550603.5807228654 5273386.721550573),60,1339389.6776842503
21340,236755624,1928,Residential,5,82776,2416344.0,POINT (550763.4368720434 5273326.981040421),94,260675.30266766137
21349,236755620,1987,Residential,5,42331,1197987.0,POINT (550878.2666323121 5273345.76543562),35,129238.89306196618
21351,51969310,1962,Commercial,2,30855,2973880.0,POINT (551011.3825304202 5273250.231610766),60,320822.3121779452
21357,236755631,1998,Residential,5,32870,846486.0,POINT (550862.8820678366 5273472.337701775),24,91318.94889715123
21364,236777599,1988,Commercial,5,45780,11546117.0,POINT (551089.1487630585 5273038.623556311),34,1245595.6368841648
21365,1294688740,1963,Commercial,3,39115,2741779.0,POINT (551084.3648942427 5272984.120068973),59,295783.2455448553
21366,140675988,1916,Commercial,3,38038,1104035.0,POINT (550359.863585144 5273062.288040719),106,119103.34694923052
21370,396819724,1949,Residential,14,333244,11777765.0,POINT (550515.9295399559 5273006.953773702),73,1270585.8338562676
21374,164129842,1924,Residential,4,58503,8605074.0,POINT (550570.7557354823 5273098.56871026),98,928315.7817875368
21380,217499334,1993,Institutional,1,27744,4162312.0,POINT (547688.8866406042 5278991.675322458),29,449030.4113972344
21401,491650383,1926,Commercial,3,26176,1993548.0,POINT (549874.0682342232 5274671.94983748),96,215064.05059979495
21413,217604398,1926,Commercial,1,37740,5901243.0,POINT (550237.9614978455 5275170.787459184),96,636626.3682407876
21417,217604414,2016,Commercial,2,40204,1891959.0,POINT (550229.6468921336 5274915.079597228),6,204104.62457324204
21423,231761491,2008,Residential,7,178911,5489520.0,POINT (548600.636953971 5274195.490117438),14,592209.6719259262
21424,140633099,2009,Commercial,3,23241,1015618.0,POINT (548587.648738693 5274130.917421255),13,109564.91689292788
21435,12903132,1961,Commercial,2,48808,13660963.0,POINT (548894.1219849648 5274325.762332904),61,1473745.321343618
21445,231664192,2013,Commercial,6,231510,6396364.0,POINT (549738.3767009033 5274282.890827539),9,690040.0446594248
21447,256664862,1926,Commercial,4,35780,1888339.0,POINT (549737.902453216 5274338.459723205),96,203714.09880552976
21448,231664583,2013,Residential,7,102120,3201948.0,POINT (549779.5414601855 5274214.331838183),9,345426.29858418874
21461,293912693,2012,Residential,7,301831,10049545.0,POINT (548496.7485609032 5274669.2161954045),10,1084145.3801889478
21463,231764920,1929,Residential,3,32908,1890205.0,POINT (548461.5667138658 5274743.391045846),93,203915.40297198037
21464,52781697,1966,Institutional,1,49680,1179779.0,POINT (550150.188153464 5272272.457567736),56,127274.61317840128
21465,10072692152,1962,Institutional,1,36314,4533914.0,POINT (548657.4005061906 5274687.227256986),60,489118.8523733157
21468,397007179,1916,Commercial,2,25920,855557.0,POINT (549661.396256727 5272998.501009586),106,92297.52879740484
21469,231361934,1919,Commercial,4,47686,1886022.0,POINT (549605.1600127151 5273159.183436444),103,203464.14073818465
21479,231361940,1989,Residential,8,42765,1473676.0,POINT (549594.406617437 5272921.240329),33,158980.23515446
21481,206858888,1942,Educational,4,45500,3069461.0,POINT (549544.2501746075 5273074.194834353),80,331133.5948861514
21482,206858876,1912,Educational,2,25380,5222734.0,POINT (549564.7597931931 5273048.8056667885),110,563428.7858859028
21484,37585127,1926,Residential,1,164120,7007671.0,POINT (550336.0563825839 5273120.989749681),96,755987.8721408844
21486,11234249596,1909,Residential,6,51578,1666452.0,POINT (549547.8717267863 5273178.702492988),113,179776.91896564796
21488,223927909,1990,Commercial,4,82065,1223459.0,POINT (549183.9243187734 5273287.877748098),32,131986.81360206756
21490,360950554,1901,Residential,6,70850,5890142.0,POINT (549414.3568950453 5273235.3650239445),121,635428.7918464856
21495,360950561,1910,Commercial,4,36160,1659530.0,POINT (549441.6293364244 5273210.032759362),112,179030.17328495614
21496,367894553,1918,Commercial,1,34617,7778016.0,POINT (549414.0763401182 5273179.789848872),104,839092.7264304721
21497,360950564,1914,Residential,5,39528,815016.0,POINT (549464.25125636 5273201.333001884),108,87923.9638391664
21501,223927935,2001,Residential,8,68628,1928609.0,POINT (549238.4956929536 5273322.793523919),21,208058.4282712129
21502,241166733,2010,Residential,8,54550,1893804.0,POINT (549103.9668353093 5273500.603156465),12,204303.6632587197
21503,223926973,1970,Residential,16,95700,4053486.0,POINT (549138.7986837631 5273469.775907323),52,437290.2574753959
21505,223926985,1909,Commercial,5,68400,4357254.0,POINT (549141.4935536397 5273417.560212642),113,470060.7633887717
21508,223926979,1930,Commercial,2,22710,1051749.0,POINT (549150.9747289929 5273541.0117206825),92,113462.73084685384
21521,238146637,1930,Commercial,2,45960,7472261.0,POINT (551030.0532206622 5275666.715600168),92,806107.8628650398
21524,217599606,1974,Residential,4,37361,931991.0,POINT (550423.6332004934 5276809.577697579),48,100543.23225854283
21527,1208910184,1987,Residential,3,22646,807100.0,POINT (551353.1377202247 5286119.646894544),35,87069.98539242322
21534,217604410,2013,Commercial,3,51552,1413376.0,POINT (549246.6905098264 5274220.919556279),9,152475.06836079984
21537,231663364,1961,Commercial,3,29186,1955868.0,POINT (549278.4180988981 5274467.931314742),61,210999.13045410483
21547,231664175,2005,Residential,6,79480,2427220.0,POINT (549539.4089061485 5274351.218030222),17,261848.60605153945
21548,231761615,1967,Residential,4,40086,852903.0,POINT (547907.451319018 5274600.988773469),55,92011.21515444672
21562,231350915,1975,Residential,4,26666,185368.0,POINT (546055.817867741 5267952.969189173),47,19997.50842798006
21563,221906470,1976,Residential,3,20930,541122.0,POINT (544839.5874162848 5278482.206943597),46,58376.26642983378
21565,235233065,1989,Residential,4,51510,1002594.0,POINT (551536.1529670755 5284848.619044615),33,108159.88716953434
21567,235232561,1970,Residential,4,36408,987678.0,POINT (551523.7749959718 5284637.32750087),52,106550.74839848564
21568,235232465,1962,Residential,4,89391,5008172.0,POINT (551513.9736607984 5284558.325315625),60,540281.8273853835
21569,235232464,1978,Residential,4,51387,1255817.0,POINT (551445.6665060614 5284563.277402711),44,135477.59614119286
21570,600101679,2017,Educational,1,86558,2616118.0,POINT (551405.6489931229 5284677.405818547),5,282226.9310430621
21572,235371891,1989,Residential,4,25763,488274.0,POINT (550776.7585123143 5282047.674861452),33,52675.021741419965
21579,217604463,2005,Residential,6,106524,3176600.0,POINT (550714.8568798549 5275799.561713538),17,342691.75516983226
21580,217604430,1987,Commercial,3,33176,1170214.0,POINT (550686.6811545863 5275670.38662992),35,126242.740535261
21588,231277147,1967,Residential,3,21385,633575.0,POINT (549091.7019714885 5264764.520509087),55,68350.10035312173
21592,231278961,1980,Residential,3,31288,636120.0,POINT (548998.1905604999 5264695.938108998),42,68624.65507102993
21594,223480001,2008,Residential,6,50803,1680638.0,POINT (551065.8768555602 5279033.666895779),14,181307.3053028762
21601,88026035,2000,Educational,2,75605,2980340.0,POINT (554601.7894598325 5263761.955108977),22,321519.21727723285
21605,228294237,1962,Residential,3,30891,845198.0,POINT (554755.3339008457 5263524.42796509),60,91179.99939747904
21610,228294281,2000,Residential,2,40542,1716260.0,POINT (554834.3548087173 5263447.366519676),22,185150.20831322053
21611,228534972,1977,Commercial,1,21948,1065860.0,POINT (552469.1044858344 5266602.192641756),45,114985.02618060735
21616,600101677,2017,Educational,1,94480,1900778.0,POINT (551987.9976427646 5285822.972208355),5,205056.01870182063
21617,85632060,1947,Commercial,1,37377,4671656.0,POINT (552701.5043207227 5285462.612882808),75,503978.46571481385
21619,233268496,1975,Residential,5,41510,1318634.0,POINT (546118.3695136388 5271460.057100523),47,142254.29701146402
21622,231289042,1977,Commercial,1,29380,748697.0,POINT (551151.7016115643 5265294.560739237),45,80769.46704664985
21631,228763734,1978,Residential,2,56340,1090422.0,POINT (552760.7640670746 5274535.0968616875),44,117634.77587854902
21640,206081745,1928,Residential,3,25538,836229.0,POINT (550737.5100883679 5275096.202339763),94,90212.42326195104
21646,206081611,1949,Residential,3,44672,4419934.0,POINT (550657.7409294839 5274937.680525045),73,476822.6846926957
21647,206081855,1989,Residential,4,33692,592630.0,POINT (550655.6778785951 5275002.127431),33,63932.95185616623
21649,206081859,1930,Residential,3,39613,1639497.0,POINT (550536.4499282689 5274887.72295229),92,176869.01231684015
21659,228886601,1968,Residential,4,33192,1323308.0,POINT (551113.180733779 5272526.450998695),54,142758.5283480074
21660,228885710,1989,Residential,5,21902,557173.0,POINT (551126.6141110125 5272623.265779635),33,60107.84905346626
21661,228885742,1999,Residential,6,46442,1111309.0,POINT (551130.8010330833 5272574.398251398),23,119888.06640623028
21662,228885747,1995,Residential,3,21005,1068379.0,POINT (551073.6108615573 5272667.259685805),27,115256.776017311
21663,228885718,2007,Residential,6,52405,3700444.0,POINT (551116.1414890371 5272703.199091267),15,399204.07015918737
21665,228885730,2000,Residential,6,30648,666927.0,POINT (551135.2437807315 5272667.799855234),22,71948.11565829841
21671,228886553,2001,Residential,5,72989,1745835.0,POINT (551217.7952196922 5272426.226060623),21,188340.76068341124
21672,228886546,1901,Residential,3,43128,1793892.0,POINT (551235.4542725658 5272384.145708556),121,193525.1520698611
21673,228886555,1901,Residential,3,24046,1833338.0,POINT (551282.3200230594 5272440.130666008),121,197780.58837736884
21675,228885705,1994,Residential,6,45640,862177.0,POINT (551281.8694883798 5272576.83632267),28,93011.69470410516
21676,228885731,1998,Residential,5,41527,844215.0,POINT (551275.7000605668 5272594.565435962),24,91073.95331193726
21679,228885748,1908,Residential,3,26000,1592347.0,POINT (551079.255818649 5272795.12704336),114,171782.468132411
21683,217598739,2002,Residential,4,65471,1894486.0,POINT (550912.1124238161 5277727.454261324),20,204377.2374503163
21688,234837691,1952,Commercial,1,27435,1946032.0,POINT (553662.776986943 5266491.886337184),70,209938.0223184093
21689,228542459,1982,Commercial,2,41262,2151118.0,POINT (553636.9397022964 5266191.555764176),40,232062.7094999116
21691,231761556,2009,Residential,7,32143,1338016.0,POINT (548353.1563500521 5274315.69166533),13,144345.2280694196
21692,140633066,1948,Residential,3,22177,526552.0,POINT (548370.1435130228 5274351.399185537),74,56804.45415481506
21693,231761484,1908,Residential,4,43712,1961467.0,POINT (548397.5738617876 5274124.890136499),114,211603.1508335029
21694,140499924,2007,Residential,6,83270,2014260.0,POINT (548507.682663039 5274168.040798598),15,217298.4621193686
21703,231761552,1969,Residential,9,55604,2303547.0,POINT (548016.0705488937 5274733.034377071),53,248506.757081849
21704,231761624,1959,Residential,4,25056,652274.0,POINT (547959.6263817163 5274652.544835593),63,70367.34933943435
21705,231761587,1990,Residential,4,46800,954900.0,POINT (547960.0484529197 5274692.560664646),32,103014.65623990203
21711,231761592,2002,Residential,4,50903,1055635.0,POINT (548210.057242325 5274717.964235859),20,113881.95270688972
21712,231761537,1930,Residential,3,22320,2002982.0,POINT (548206.1283307845 5274647.910064656),92,216081.7909568661
21714,231714825,2014,Residential,10,336003,10193932.0,POINT (549090.2243200643 5274150.689224336),8,1099721.8564383043
